profile,Meta,Isolate,log_odds,p,padj,Name,full
PF13418,184,25,-0.45119243882628685,0.057489296217520885,0.05890941116599074,"Galactose oxidase, central domain","Galactose oxidase, central domain - PF13418"
TIGR03761.1,310,43,-0.4586842070438157,0.01113613466946883,0.011782114738567906,TIGR03761 family integrating conjugative element protein,TIGR03761 family integrating conjugative element protein - TIGR03761.1
PF09686,421,59,-0.46438334183359475,0.001982071456964999,0.0020712334658253228,Plasmid protein of unknown function (Plasmid_RAQPRD),Plasmid protein of unknown function (Plasmid_RAQPRD) - PF09686
PF10593,222,31,-0.47233828805134664,0.028382311739196357,0.029251158016926855,Z1 domain,Z1 domain - PF10593
NF004804.0,145,20,-0.4741799750926499,0.086247703137523,0.08955671154997746,hypothetical protein,hypothetical protein - NF004804.0
PF11358,200,28,-0.47763691599415126,0.02976736325298651,0.03066500436216748,Protein of unknown function (DUF3158),Protein of unknown function (DUF3158) - PF11358
K20527,9323,1274,-0.485192149381971,2.391673688972205e-46,2.874370490610224e-46,type IV secretion system protein TrbB [EC:7.4.2.8],type IV secretion system protein TrbB [EC:7.4.2.8] - K20527
PF20586,102,14,-0.4863186013593527,0.1284236170154942,0.13107559856194775,Family of unknown function (DUF6788),Family of unknown function (DUF6788) - PF20586
PF18821,2408,346,-0.4914487293497015,3.14677872061895e-15,3.631379517137517e-15,Large polyvalent protein-associated domain 7,Large polyvalent protein-associated domain 7 - PF18821
TIGR03745.1,389,56,-0.4919307215214657,0.001729262574655133,0.0018624535303410224,TIGR03745 family integrating conjugative element membrane protein,TIGR03745 family integrating conjugative element membrane protein - TIGR03745.1
PF11660,408,59,-0.4958178209867735,0.001244232394466005,0.0013037220804440822,Protein of unknown function (DUF3262),Protein of unknown function (DUF3262) - PF11660
K03196,9694,1335,-0.4973100443167011,1.9315989543652933e-50,2.3944177137280665e-50,type IV secretion system protein VirB11 [EC:7.4.2.8],type IV secretion system protein VirB11 [EC:7.4.2.8] - K03196
PF13415,155,22,-0.49903905651111025,0.05337129562404665,0.054713821595172275,"Galactose oxidase, central domain","Galactose oxidase, central domain - PF13415"
PF12728,6720,948,-0.5021574628740081,2.432023813697434e-38,3.4157142196004475e-38,Helix-turn-helix domain,Helix-turn-helix domain - PF12728
PF13245,14025,1888,-0.5045943259453426,4.174774215138291e-68,8.081667084805208e-68,AAA domain,AAA domain - PF13245
PF08980,100,14,-0.5059489746087054,0.12250931009467145,0.12509412191205352,Domain of unknown function (DUF1883),Domain of unknown function (DUF1883) - PF08980
K12080,5863,836,-0.5076135856673056,5.186217779737776e-35,5.800039893016253e-35,type IV secretion system protein PtlC [EC:7.4.2.8],type IV secretion system protein PtlC [EC:7.4.2.8] - K12080
PF06725,93,13,-0.5087355439355892,0.15270278275652382,0.1557192995361742,3D domain,3D domain - PF06725
PF08900,314,46,-0.5121904016031662,0.0027832699703087063,0.0029045535224740005,Transcriptional regulator AcaB,Transcriptional regulator AcaB - PF08900
PF04098,253,37,-0.5144263613894658,0.007251019873807998,0.007523054563133532,Rad52/22 family double-strand break repair protein,Rad52/22 family double-strand break repair protein - PF04098
PF04002,1338,198,-0.515880487853026,3.796331206458286e-10,4.1934747468390867e-10,RadC-like JAB domain,RadC-like JAB domain - PF04002
K00590,119,17,-0.5160601640278757,0.08316496900563511,0.08353192233859219,site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113],site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113] - K00590
PF07515,445,66,-0.5200224456555456,2.6380829433018016e-4,2.780520271002761e-4,Putative conjugal transfer nickase/helicase TraI C-term,Putative conjugal transfer nickase/helicase TraI C-term - PF07515
K12083,5722,827,-0.5215704396981398,2.200909871041282e-36,2.4774458606821174e-36,type IV secretion system protein PtlH [EC:7.4.2.8],type IV secretion system protein PtlH [EC:7.4.2.8] - K12083
PF04255,564,84,-0.5223956093480485,3.8701775054638966e-5,4.1095718586841525e-5,Protein of unknown function (DUF433),Protein of unknown function (DUF433) - PF04255
PF11990,397,59,-0.5232030526345749,5.825776908177047e-4,6.120886367116816e-4,Protein of unknown function (DUF3487),Protein of unknown function (DUF3487) - PF11990
PF11190,402,60,-0.5273167060802522,4.6224511520320984e-4,4.858802726774011e-4,Protein of unknown function (DUF2976),Protein of unknown function (DUF2976) - PF11190
PF20109,587,88,-0.5287230365515764,2.167347613583649e-5,2.3063437958565358e-5,Family of unknown function (DUF6499),Family of unknown function (DUF6499) - PF20109
PF14390,150,22,-0.531670254232954,0.03621786933361648,0.037243962134568875,"Putative PD-(D/E)XK family member, (DUF4420)","Putative PD-(D/E)XK family member, (DUF4420) - PF14390"
PF18138,150,22,-0.531670254232954,0.03621786933361648,0.037243962134568875,Bacterial HORMA domain family 1,Bacterial HORMA domain family 1 - PF18138
TIGR02391.1,226,34,-0.5444993436759027,0.006541710576168008,0.006942728365010872,TIGR02391 family protein,TIGR02391 family protein - TIGR02391.1
PF02272,109,16,-0.5458996846945177,0.07140325328954254,0.07310258148594416,DHHA1 domain,DHHA1 domain - PF02272
K06922,296,45,-0.5495999181011063,0.002028440728738148,0.0020427169051921664,uncharacterized protein,uncharacterized protein - K06922
K01156,1224,188,-0.5533187874635005,8.811201173727872e-11,9.007245453772033e-11,type III restriction enzyme [EC:3.1.21.5],type III restriction enzyme [EC:3.1.21.5] - K01156
TIGR03758.1,364,56,-0.5584574060011701,3.430402342580281e-4,3.75732058149459e-4,TIGR03758 family integrating conjugative element protein,TIGR03758 family integrating conjugative element protein - TIGR03758.1
K06400,897,139,-0.5612204225573034,1.434593457174057e-8,1.4584742252390738e-8,site-specific DNA recombinase,site-specific DNA recombinase - K06400
NF041496.1,2220,342,-0.562729677865876,6.715714721319759e-19,8.460187163944862e-19,MobQ family relaxase,MobQ family relaxase - NF041496.1
NF041116.1,145,22,-0.5653984640460961,0.03266302950693242,0.034298224976616144,CBASS oligonucleotide cyclase,CBASS oligonucleotide cyclase - NF041116.1
TIGR00305.1,348,54,-0.5674935369648857,3.594604513852437e-4,3.932038053614334e-4,"putative toxin-antitoxin system toxin component, PIN family","putative toxin-antitoxin system toxin component, PIN family - TIGR00305.1"
PF02265,132,20,-0.5675803801678208,0.03678068066750011,0.03780598282770033,S1/P1 Nuclease,S1/P1 Nuclease - PF02265
TIGR03754.1,366,57,-0.5704868044761907,2.4768723907130606e-4,2.730743673861049e-4,type IV conjugative transfer system coupling protein TraD,type IV conjugative transfer system coupling protein TraD - TIGR03754.1
K03427,1040,163,-0.5731007942241696,3.532447987754513e-10,3.6036870080820133e-10,type I restriction enzyme M protein [EC:2.1.1.72],type I restriction enzyme M protein [EC:2.1.1.72] - K03427
PF09509,289,45,-0.5735286132819786,0.0012758777467894102,0.0013362777302938682,Protein of unknown function (Hypoth_ymh),Protein of unknown function (Hypoth_ymh) - PF09509
K18831,541,85,-0.5760321388598463,5.2818397733995846e-6,5.343727997007096e-6,HTH-type transcriptional regulator / antitoxin HigA,HTH-type transcriptional regulator / antitoxin HigA - K18831
TIGR03765.1,326,51,-0.5763868715427118,4.630980821373254e-4,5.045964817054754e-4,integrating conjugative element protein,integrating conjugative element protein - TIGR03765.1
K22582,93,14,-0.5778512764108835,0.07630408240984919,0.07670229721166695,prolyl endopeptidase-like [EC:3.4.21.-],prolyl endopeptidase-like [EC:3.4.21.-] - K22582
PF12770,765,121,-0.5818000360416921,5.0320814458818244e-8,5.4854646639059026e-8,CHAT domain,CHAT domain - PF12770
PF00437,10528,1548,-0.5843805523559031,2.7084682785560822e-76,5.719792555532526e-76,Type II/IV secretion system protein,Type II/IV secretion system protein - PF00437
K04763,1754,277,-0.5850284177547797,9.994084793686859e-17,1.035596454516528e-16,integrase/recombinase XerD,integrase/recombinase XerD - K04763
PF12307,173,27,-0.5869693117941943,0.009721363169460755,0.010059120998956495,Protein of unknown function (DUF3631),Protein of unknown function (DUF3631) - PF12307
TIGR03759.1,302,48,-0.5930840668737523,5.730288229169871e-4,6.211513984849511e-4,TIGR03759 family integrating conjugative element protein,TIGR03759 family integrating conjugative element protein - TIGR03759.1
PF14338,184,29,-0.5947876640135789,0.008058993060801087,0.008353878125944188,Mrr N-terminal domain,Mrr N-terminal domain - PF14338
TIGR04255.1,116,18,-0.5956012443922409,0.03872187913443813,0.040558872152051915,TIGR04255 family protein,TIGR04255 family protein - TIGR04255.1
PF13662,485,78,-0.5999391281812156,6.754246929599013e-6,7.243820691347419e-6,Toprim domain,Toprim domain - PF13662
K05986,115,18,-0.6041959490353914,0.037724090596709885,0.03792857773706547,nuclease S1 [EC:3.1.30.1],nuclease S1 [EC:3.1.30.1] - K05986
K17825,298,48,-0.6064175761608633,3.7314116280815846e-4,3.7637279825644666e-4,verruculogen synthase [EC:1.14.11.38],verruculogen synthase [EC:1.14.11.38] - K17825
PF11072,327,53,-0.6113111381840336,1.6105891561457022e-4,1.6998630666635467e-4,Protein of unknown function (DUF2859),Protein of unknown function (DUF2859) - PF11072
K01153,889,145,-0.6129776469904465,3.8610773825824806e-10,3.9381416562063263e-10,"type I restriction enzyme, R subunit [EC:3.1.21.3]","type I restriction enzyme, R subunit [EC:3.1.21.3] - K01153"
PF13471,448,73,-0.6135297171698582,9.036148003834709e-6,9.677718678150314e-6,Transglutaminase-like superfamily,Transglutaminase-like superfamily - PF13471
NF038324.1,174,28,-0.6164425244579937,0.0065455281724953514,0.006942728365010872,DrmB family protein,DrmB family protein - NF038324.1
NF033523.0,198,32,-0.6173655400620163,0.003569928422402801,0.0038058067933874843,Atxe2 family lasso peptide isopeptidase,Atxe2 family lasso peptide isopeptidase - NF033523.0
PF13408,958,157,-0.6180365468641701,4.631849445347867e-11,5.165523889362984e-11,Recombinase zinc beta ribbon domain,Recombinase zinc beta ribbon domain - PF13408
NF010428.0,101,16,-0.6214948172323553,0.0413910469522472,0.043300608968747385,type IV secretion system protein VirB3,type IV secretion system protein VirB3 - NF010428.0
NF041200.1,143,23,-0.6218967726480307,0.014967033168150443,0.015815290715463757,BfmA/BtgA family mobilization protein,BfmA/BtgA family mobilization protein - NF041200.1
NF040584.1,209,34,-0.6225295021752386,0.002197122386941932,0.0023482620161073644,STY4534 family ICE replication protein,STY4534 family ICE replication protein - NF040584.1
NF010395.0,1106,182,-0.6229095278790208,1.1500556448840826e-12,1.3923473103286366e-12,conjugal transfer protein TrbD,conjugal transfer protein TrbD - NF010395.0
PF12161,929,153,-0.622920821887004,7.256839312611017e-11,8.061997954660636e-11,HsdM N-terminal domain,HsdM N-terminal domain - PF12161
K03205,13131,1955,-0.6278508487700103,1.6914778280908383e-104,3.0134902038701236e-104,type IV secretion system protein VirD4 [EC:7.4.2.8],type IV secretion system protein VirD4 [EC:7.4.2.8] - K03205
PF09407,172,28,-0.6279589291891634,0.006186602966026633,0.006421572247578136,AbiEi antitoxin C-terminal domain,AbiEi antitoxin C-terminal domain - PF09407
PF18862,130,21,-0.6293974492702126,0.016688793461196942,0.017245581499270683,ApeA N-terminal domain 1,ApeA N-terminal domain 1 - PF18862
PF13749,189,31,-0.6328501534181226,0.0029905333013685686,0.0031180470642186643,Putative ATP-dependent DNA helicase recG C-terminal,Putative ATP-dependent DNA helicase recG C-terminal - PF13749
PF18766,1080,180,-0.6357259582974083,4.545891957525789e-13,5.153785757604884e-13,SWI2/SNF2 ATPase,SWI2/SNF2 ATPase - PF18766
NF033537.1,437,73,-0.6384558342990447,4.803808300617742e-6,5.446479951646332e-6,lasso peptide biosynthesis B2 protein,lasso peptide biosynthesis B2 protein - NF033537.1
PF08722,413,69,-0.6390069276883261,8.499027723776174e-6,9.106661163437293e-6,TnsA-like endonuclease N terminal,TnsA-like endonuclease N terminal - PF08722
PF13148,146,24,-0.6421899231842786,0.010853882665080833,0.01122099218112273,Protein of unknown function (DUF3987),Protein of unknown function (DUF3987) - PF13148
PF03683,93,15,-0.6425126934092981,0.05044632397337507,0.0517381062208169,Uncharacterised protein family (UPF0175),Uncharacterised protein family (UPF0175) - PF03683
PF20172,87,14,-0.6438747472727264,0.04575247765085198,0.04696553494605795,Domain of unknown function (DUF6538),Domain of unknown function (DUF6538) - PF20172
PF11444,369,62,-0.6456259912885864,2.0031027724074188e-5,2.1335202844119368e-5,Protein of unknown function (DUF2895),Protein of unknown function (DUF2895) - PF11444
PF03235,923,157,-0.6556070391744803,4.404857221813018e-12,4.943837995988921e-12,Protein of unknown function DUF262,Protein of unknown function DUF262 - PF03235
K12062,4177,691,-0.656352786580212,2.3133218207708835e-46,2.780872702453333e-46,conjugal transfer pilin signal peptidase TrbI,conjugal transfer pilin signal peptidase TrbI - K12062
PF10502,3971,660,-0.6592898271159312,6.794221724321759e-45,1.0255345721637067e-44,"Signal peptidase, peptidase S26","Signal peptidase, peptidase S26 - PF10502"
PF01637,97,16,-0.6615438755866323,0.03686756557236168,0.03786178374208496,ATPase domain predominantly from Archaea,ATPase domain predominantly from Archaea - PF01637
PF18478,97,16,-0.6615438755866323,0.03686756557236168,0.03786178374208496,PIN like domain,PIN like domain - PF18478
PF14280,316,54,-0.6640181761059635,3.8707461157128395e-5,4.1095718586841525e-5,Domain of unknown function (DUF4365),Domain of unknown function (DUF4365) - PF14280
K06223,269,46,-0.6668390941731427,1.8142955224781813e-4,1.8311148683133278e-4,DNA adenine methylase [EC:2.1.1.72],DNA adenine methylase [EC:2.1.1.72] - K06223
TIGR03746.1,355,61,-0.6682286966905427,1.3993802779944267e-5,1.5696257396220908e-5,TIGR03746 family integrating conjugative element protein,TIGR03746 family integrating conjugative element protein - TIGR03746.1
PF14216,262,45,-0.6715541363255617,1.543082516149448e-4,1.6293548568250762e-4,Domain of unknown function (DUF4326),Domain of unknown function (DUF4326) - PF14216
PF09250,826,143,-0.673053283647851,1.2430907824497564e-11,1.3903225265434685e-11,"Bifunctional DNA primase/polymerase, N-terminal","Bifunctional DNA primase/polymerase, N-terminal - PF09250"
K12081,2704,461,-0.6733957319603705,1.5740047660882197e-33,1.7443274770015057e-33,type IV secretion system protein PtlE,type IV secretion system protein PtlE - K12081
K26414,164,28,-0.6753931068813928,0.003359450703151973,0.0033817344967608204,Straboviridae DNA adenine methylase [EC:2.1.1.72],Straboviridae DNA adenine methylase [EC:2.1.1.72] - K26414
TIGR02788.1,2605,446,-0.6768393221860234,7.109045295749208e-33,1.0824843925832278e-32,P-type DNA transfer ATPase VirB11,P-type DNA transfer ATPase VirB11 - TIGR02788.1
TIGR03749.1,346,60,-0.677549468671002,1.0958790804660275e-5,1.2324967138217118e-5,TIGR03749 family integrating conjugative element protein,TIGR03749 family integrating conjugative element protein - TIGR03749.1
PF06527,1449,251,-0.6778569613179214,2.1133248836048701e-19,2.512412336035882e-19,TniQ,TniQ - PF06527
TIGR03751.1,340,59,-0.678404576934204,1.3902912253997134e-5,1.5615185249134665e-5,TIGR03751 family conjugal transfer lipoprotein,TIGR03751 family conjugal transfer lipoprotein - TIGR03751.1
TIGR03755.1,338,59,-0.6843091018062584,9.335339483088623e-6,1.0527351917085153e-5,integrating conjugative element protein,integrating conjugative element protein - TIGR03755.1
PF01420,851,149,-0.6845695413339331,2.152796904191941e-12,2.4241140128152586e-12,Type I restriction modification DNA specificity domain,Type I restriction modification DNA specificity domain - PF01420
PF12696,16995,2555,-0.6890895031381266,2.0844646477597057e-150,7.925059536408833e-150,TraM recognition site of TraD and TraG,TraM recognition site of TraD and TraG - PF12696
TIGR03756.1,335,59,-0.6932312787869548,8.079506077124414e-6,9.123426108623665e-6,TIGR03756 family integrating conjugative element protein,TIGR03756 family integrating conjugative element protein - TIGR03756.1
